tweet link,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1241753350426763264,"#Covid19 was developed in a lab in Wuhan. It was released either deliberately as a bio-weapon or accidentally through hubris, but it most certainly, when the dust clears, came from China, hidden by China, news-suppressed by China, doctors killed by China, evidence destroyed by...",not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241804516850163712,"#ChinaLiedPeopleDied 
 Cover-up of #coronavirus, destruction of samples, destruction of samples, corruption with and suppression of freedom...CCP is always the one to blame. 
 

 Now Chinese propaganda spread the “racist” criticism n framing U.S. SHAMELESS!
 Let’s #MakeChinaPay! URL",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241833104060407813,We should call it The Communist Virus because it is Chinese communism that starved the people and put them eating bats and pangolins. Its communism that's killing people all over the world. URL,not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241836778920775682,"Old Tibetan woman: China is murderer !
 

 Do you respect older People? They have experience.
 She:China is death,murderer,get out.
 

 Being straight is honesty.but some fear being called racist. so they pretend to be fake civilized by silence.
 #coronavirus #ChinaLiedPeopleDied URL",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241840415441125378,"Chinatown in the Americas was always considered enemy of hygiene in the 19th and early 20th century, no matter if there's a plague. In Latin America, it's a common strategy to accuse the Chinese of eating rats and dogs when locals couldn't compete with Chinese business owners. URL",stigmatizing - low,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241840653933273088,"Wrong! We need to blame the perpetrator ; punish with fines, sanctions ; debt forgiveness! China needs to pay financially for their negligence, lies and propaganda that includes blaming #COVID19 on American soldiers! #COVIDー19",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241844185495470081,"Please stop Chinese from eating all living creatures! 
 

 What these people spare ? Dogs? Birds ? Bugs ;insects ? Snakes ?monkeys,donkeys ? Tigers ; lions?
 We are human being. Animals have rights.God love them.please !
 

 #SundayMorning #coronavirus #COVIDIOT #COVIDー19 #ACNH URL",stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1241854231285583876,"Woah, hang on, we’ve been told for years by ; U.K. right wing media that China ; Cuba are part of global axis of evil , whereas we’re told the USA, who are using #coronavirus ; economic sanctions to deliberately ensure more Iranians die, are the good guys URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241862766467649536,"""Wet"" markets in China (; other Asian countries) should be SHUT DOWN b/c they are a public health nightmare, not to mention the cruelty to #animals ; threats to #endangered species. Buy ; sell fruits ; vegetables ; quit eating #wildlife! #WetMarkets #WetMarketVirus #COVID19",not stigmatizing,Wet market and eating habits,,14
https://twitter.com/edent/status/1241864584329400324,"I’m just gonna say what no one else has. After how many of these disgusting viruses ravaging the world will we finally force China to shut down their wet markets. Bird Flu, Swine Flu, SARS, H1N1, now this. Stop eating bats and civets you morons. #COVID19",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1241873451465375744,"So what? That means China didn’t warn of even earlier of the Chinese Covid19 spread. How about giving the world a heads up when China screws up. And get rid of your wet markets, stop stir frying live dogs, and eating fresh baby bats. URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1241930977611411459,"This is what you cannot find the difference. There's two kind of country.
 1. INDIA: Expresses gratitude to our Corona Warrior's.
 2. CHINA: Who develops #ChineseVirus #coronavirus Spread virus, kills humanity, china should be sacked should be sanctioned and get some BAT soup",stigmatizing - medium,Chinese government (Chinese communist party - CCP);International politics;Wet market and eating habits,,14
https://twitter.com/edent/status/1241964196046094338,This is appalling animal cruelty. Please 🙏🏼condemn the evil ; brutal dog-meat trade within #Asia. Help #StopYulin #China #StopBoknal #Indonesia #Vietnam. VISIT: URL URL URL #AnimalsAsia URL,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241895972185268224,"George Noory and retired US Army Major Ed Dames, discuss his theory that biological warfare research in China may have escaped a lab and spread the coronavirus around the world  #Podcast URL",not stigmatizing,Bio-weapon;Wuhan virus lab,,14
https://twitter.com/edent/status/1242037538208055296,We should be racist about this situation I don't care what anybody says when it was manufactured in Wuhan China and their biological warfare labs,stigmatizing - low,Bio-weapon;Wuhan virus lab,,14
https://twitter.com/edent/status/1242195986304438272,Thousands have died not because of #COVIDー19 it’s because #china covered it up and lied to us.#ChinaIsResponsible and they must face the world and pay everything for it.,stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242206233152675841,"Again, I never said anything about ""trusting"" China, that's your stupid interpretation.
 

 If 1M+ people died from a pandemic in China, you'd know about it through social media, idiots.
 

 They aren't some impermeable and perfect tyranny through which no information leaks.",stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242207533139251200,"CCP virus is threatening the earth! China’s Communist Party, the thief is calling to catch the thief! CCP killed many poor chinese people first and now is killing the whole world innocent people! CCP started bio war with the virus, it’s not pandemic, it’s bio war!",not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242189262797377538,"What are the 'wet markets' linked to the coronavirus outbreak?
 

 URL
 China has declined war on the world. Turn the military loose with NO restrictions and go get China. Enough pain and suffering for all Americans. Use the War Powers Act and let’s get it over",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242004142148722691,"Direct your anger at the Communist government of China who lied to the world and people died.
 

 Ponder:
 Only leftist-liberals in USA blame the POTUS and defend the Communist government of China. 
 

 This is why Trump will win easily in November. URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241884525745049602,"A monkey transmitted this virus into the world. So keeping us in side when there’s dogs, cats, all kinds of stray animals with no protection. I did see a case were a dog died in China with this same virus!!! What’s really going on??",unknown/irrelevant,Other;Wet market and eating habits,,14
https://twitter.com/edent/status/1242015761687773184,"The Democrats and Media and moronic Stephen King are hyperventilating that calling the Chinese, Wuhan, Bio Warfare, Egregious Animal Cruelty, Vile Eating Habits, World Killer, Economy-Crasher Virus........ what it IS ..........is RACIST. 🤮🤮🤮",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Bio-weapon;Wet market and eating habits,,14
https://twitter.com/edent/status/1242020047817773062,"Dear fking Americans:you have killed billions of people in Asia and Africa, robbed money all over the world. Now you cover up the truth of American virus and keep blaming China. You have had an enemy and you are provoking another one. You will pay for this and you will regret.",not stigmatizing,Chinese government (Chinese communist party - CCP);International politics,,14
https://twitter.com/edent/status/1242100301483642880,This is Chinese propaganda pig!! Every day call fuck CCP. But they are more dangerous than Coronavirus!!! We must be careful!!! Chinese lied! People died!!!🐜🐜🐜🐜🐜🐜😡😡😡😡😡⚔️⚔️⚔️⚔️⚔️ URL,stigmatizing - low,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242162209465061377,THE EVIL PARTY IS MAD AS HELL BECAUSE THE CHINA VIRUS HADNT KILLED MORE AMERICANS SO NOW THEY STOP ALL RELIEF BILLS SO PEOPLE WILL DIE N TRY N BLAME IT ON TRUMP! HOWEVER WE ARE WATCHING IT ON LIVE TV HOW THE EVIL PARTY IS VOTING NO EVERY TIME! NOW ITS ABOUT KILLING AMERICANS!,not stigmatizing,Chinese government (Chinese communist party - CCP);Donald Trump,,14
https://twitter.com/edent/status/1242060997080334336,"Hi everyone,
 

 Just saw videos of dogs live and freshly killed dogs at the wet markets in China and I’m ready to fight everyone about it",stigmatizing - high,Wet market and eating habits,,14
https://twitter.com/edent/status/1242166969425592320,Everyone knows where this virus came from I don't care what they call it quit eating bugs and creeping critters and dogs and monkeys or what ever. You just can't eat everything it will kill you China? URL,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242172611510939649,"10 bits of FAKE NEWS (parroted Chinese propaganda) debunked. Of course CV is not itself a hoax, this was SPIN by Dems, hoax was WH was somehow bungling like Obama did with the Swine Flu killing 13K---- called out this LIE about bungling because it stirred up panicked TP buying. URL",not stigmatizing,Other,,14
https://twitter.com/edent/status/1242172711675232258,"It’s one persons fault, he ate poorly prepared bat soup, not every Chinese person is at fault, ONE person is at fault. It’s called covid-19, calling it the Chinese virus is just plain out racist, HBV origin is Africa, but we call hepatitis B, not African virus.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,14
https://twitter.com/edent/status/1241941195183529986,This is not true。 on the contrary in China eating dog meat can be blamed,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,14
https://twitter.com/edent/status/1241941514084741120,but ur calling it the H1N1 SWINE flu not the H1N1 flu? and considering how many americans call cops pigs... i mean i call it the coronavirus and id also be okay with calling it the communist chinese government kill and arrest their citizens that speak out against them virus.,not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241941576768577536,"It came from China!!! Are you denying that! The Chinese wet markets, they eat live animals, cut chunks of flesh of living dogs and cook it ; leave these innocent animals in pain and living a life of hell!!! My country is in ruins!!!! Please! Truth! It comes from cruel china.",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242048501900599297,"First of all, Chinese President must promise to eradicate the practice of eating wild animals in China. Also Chinese eat live animals.. They put the animals live into extreme boiling water and cook them until they die.  
 URL",stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242122149328031745,"Fuck China and its Chinese Virus.
 

 Winne Xi Pooh must pay for his evil.
 Xi kills Tibetans and runs Muslim concentration camps.
 Xi destroys Catholic Churches.
 Xi created the Wuhan Corona virus.
 

 #ChineseVirusCorona 
 #ChinaLiedAndPeopleDied 
 #WuFlu 
 #WuhanVirus 
 #ChineseVirus URL",not stigmatizing,Chinese government (Chinese communist party - CCP);Chinse Uyghur Muslims;Other,,14
https://twitter.com/edent/status/1242213069574422528,Why? It is It was man made virus a bio weapon. It has nothing to do with the Chinese people. Everyone knows that. Its the Chinese Communist regime. They made it they lied about it now killing thousands. If you are a communist then too bad it’s hurting your feelings.,not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242218882959638528,"Surgeon general should look at crap imported from the ""dog eating , live octopus eating , cat eating chinese "" that celebrate a dog eating festival cooking live dogs , damn are hamburgers are dead and wings and etal. No wonder so much wild virus originates .",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242230111316951050,"Excuse me, where is Changchun selling dog meat? I live in Changchun. I'm a policeman in Changchun. If you say it's true, we will take immediate action to crack down on this dog meat seller, because the sale of wild animals is forbidden in China",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,14
https://twitter.com/edent/status/1241940000658292736,"WUHAN IN CHINA. A MOTHERLAND OF CORONAVIRUS!
 Who created Bio-Weapon as monster of the world due to shutdown! Wuhan where an American Military Lab ; plenty Chinese Labs including an animal! Canadian students and Indian PM. Modi visited-2019
 SO WHO IS REAL WUHAN'S GLOBAL MONSTER?",not stigmatizing,Bio-weapon;Wuhan virus lab,,14
https://twitter.com/edent/status/1241957200978837504,"The people of China have no real capacity stand up for any convictions they have. The doctors who dared to speak up about coronavirus were rounded up, shut up, imprisoned, exposed to the virus, and given up to die. If there is evil there, I would not look to the people to blame.",stigmatizing - low,Chinese government (Chinese communist party - CCP);Wuhan virus lab,,14
https://twitter.com/edent/status/1241959200831483904,Stop racism. You are killing American lives. Ask help from China; they have a lot PPE to help our doctors and patients to fight Coronavirus. More and more Americans are infected and dying. No politics plz; save lives.,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);International politics,,14
https://twitter.com/edent/status/1241960581122461696,"Plus Chinese how poisoning the air that out of order, plus now they spraying the virus what it's not fair on people, now they back to normal coronavirus has gone, in here people still dies and that just because have to eat fucking Bat in it?",stigmatizing - low,Other,,14
https://twitter.com/edent/status/1241961151291777024,At least indians dodnt eat bat or release a bio weapon then lie about it. #ChinaLiedAndPeopleDied #WuhanVirus #ChineseVirus URL,stigmatizing - medium,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241966922775908353,I truely believe that the chinese are useing this bio-weapon coronavirus on the entire WORLD and they are the only ones with the fking cure. This was plan long ago before TRUMP took office because think about how long have these crazy bat eating chinese bastards! URL,stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP);Donald Trump;International politics,,14
https://twitter.com/edent/status/1241984271666954242,"LOL ok so me and my mate went on omegle for the lols and stumbled across this mother with her two kids, verbally abusing tf out of us saying ‘fuck you chinese people, you guys started the coronavirus, u wuhan people, eating bats and shit’ don’t fucking come attacking every asain-",unknown/irrelevant,Wet market and eating habits,,14
https://twitter.com/edent/status/1241985756022931457,This is how the communist lay off the workers on China!! They just screwed them selves. America need to quit buying the shit they make.... I know I will pay more yo get from somewhere else other then China!!! URL,stigmatizing - low,Chinese government (Chinese communist party - CCP);International politics,,14
https://twitter.com/edent/status/1241996216704962560,"Oh look, it's the dog fryers and the bat chompers. If only someone would've clanged plates in your ears while you were feasting on live animals and told you NO, #WuhanVirus would've actually died in China itself.",stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242002797538627585,How China 🇨🇳 obsession with watching wild animals has killed 12000 people. China must pay for this. I will post more stuff on inhumane China 🇨🇳 URL,stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242026519947608066,"Calling the Coronavirus the ‘Chinese Virus’ is just a xenophobic, racist dog whistle. (No-one calls swine flu the ‘American Virus’ do they?)
 But we must hold China accountable for their wet markets, wildlife consumption laws and illegal wildlife trade. URL",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242033197032103936,"Steele dossier 
 Russia Hoax
 Ukraine Hoax
 Trump tarifs RussiaChina;Iran backing up his promise MAGA
 Weekly Impeachment attempts
 Schiff lies and fake whistleblower 
 Trump travel ban from China;Dems call him racist
 Impeachment fails
 Dems blame Trump for WuhanVirus 
 Dems love chaos",unknown/irrelevant,Bio-weapon;Other,,14
https://twitter.com/edent/status/1242046329200816128,The one that i saw - and immediately clicked off of- wasn’t even to bring awareness to animal cruelty but to blame the Chinese people for coronavirus since they eat animals/dogs (which isn’t even accurate) so ppl can miss me with the “animal rights” excuse,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242060594695426054,US lied ; people died.u got no reason to blame China since US army brought COVID-19 to China,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242096551385858051,"Wait, you mean that WHO lying and gaslighting the world by pushing out Chinese Communist Party lies and propaganda AND they didn’t even get paid??? 
 

 I would never give $ to a corrupt organization that killed thousands of people by pushing out Chinese lies about transmission URL URL",not stigmatizing,Chinese government (Chinese communist party - CCP);International politics,,14
https://twitter.com/edent/status/1242099945542311938,"China is the ****** country which eats bats, rats, snakes and every other sh*t URL",stigmatizing - medium,Wet market and eating habits,,14
https://twitter.com/edent/status/1242103673909460993,This is trending in China. Must be retweeted by all of their troops and members of the communist party celebrating their biological war is doing their fighting in this silent war and the bonus it’s not costing them a cent #Coronavirus,stigmatizing - low,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242118156723707905,It’s not racist! Was Russian collusion racist! Prove that China in their bio lab didn’t do it on purpose. Did u see the Chinese woman from Wuhan say how China is lying and when people speak the truth they kill them! You support that? URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wuhan virus lab,,14
https://twitter.com/edent/status/1242124024693624832,"The irony calling Trump “batshit crazy” is Scientists (hopefully real one’s, and not “they says” living in Trump’s head) believe an early source of human coronavirus was from “not crazy” Asian bat’s 🦇 shit 💩, and/or Wuhan sold snake’s 🐍 shit 💩 after snakes ate infected bats.",stigmatizing - low,Donald Trump;Wet market and eating habits,,14
https://twitter.com/edent/status/1242140147858145281,8 months of potential self isolation? Who do we thank? China of course! Just because some slant eyed mother fucker wanted to eat a bat now the whole fucking world is paying for it. Fuck China and fuck there way of life #COVID19,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242142357824270345,China hid the outbreak; lied about it; suppressed those who tried to speak out; denied US infectious disease experts access to Wuhan AND claimed our military planted the virus in Wuhan AND threatened to withhold meds from the US! And you blame Trump! #ChinaVirus #coronavirus,not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP);Donald Trump,,14
https://twitter.com/edent/status/1242146657497755650,"Yes Covid-19 was first confirmed in China. No it wasn't because some dude ate bat soup. I get that it's a joke, but it isn't funny, because it's perpetuating a racist stereotype against Chinese people. Don't be a bystander and let people make such a stupid joke. Boo them.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,14
https://twitter.com/edent/status/1242164922991157255,Fuck China for making the #Coronavirus #ChineseVirus it hot out of a lab in China.. they covered it up with a fish market and now we’re having #shutdownma which is such bullshit. #SenateDemocrats are all fucking shit heads for not passing the bill to help Americans out.,not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242167469596270592,$trillion CAD worth of #vanre properties are held by #CCP members and their families in BC alone. Those properties ought 2 be sold 2 pay 4 damages created by Communist Chinese Party cover-up of the #covid19 epidemic and lies that caused deaths of BCiers ; economic loss,not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242168513932013577,If I get a chance to vote against #pigfuckercornyn u bet I will He needs to stop the animal abuse but importantly he needs to stop eating bats I hear he just loves bbq bat and may be responsible for Covid19 He is just trying to blame it on the Chinese URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,14
https://twitter.com/edent/status/1242179419214499840,"What are the 'wet markets' linked to the coronavirus outbreak?
 

 URL China is nothing more than an animal killing regime. Serve that food to XI. See if he would eat it? Disgraceful practice.",stigmatizing - medium,Chinese government (Chinese communist party - CCP);Wet market and eating habits,,14
https://twitter.com/edent/status/1242237304795611137,"An important article that shows the worldwide threat posed by the Chinese Communist Party--a threat to both wildlife and to human societies.""Is this a time for blame? Yes, it is,"" writes about China's role in allowing the coronavirus to spread. URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242238394379505664,"#COVIDー19 #Coronavirus In #China and across #Asia (such as Thailand, Indonesia, Vietnam etc) there are wet animal markets, where wild animals are sold for food. This is where the virus has jumped from animals to humans. DONT buy anything #MadeinChina !! 
 

 URL URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241889390965620736,"hey fuck wit, quit lying to the chinese people. Americans didn't cause the COVID-19 virus. It jumped from the fucking animals that y'all ate. And for reference, I am a chinese american.",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,14
https://twitter.com/edent/status/1241896027134754819,"OMG How can anyone do this to an innocent dog who is alive?
  Do you Trump haters who are harping on Chinese Virus have any idea HOW THIS VIRUS CAME FROM CHINA? Watch videos cooking cats ; dogs alive, eating rats on stick URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241896748001325056,"China plans to kidnap and kill 10,000 peoples' dogs tomorrow. China blames dogs for the Corona Virus.
 And the US thinks their science is accurate.
 They are barbarians. We don't burn dogs alive then eat them. URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241903408401055747,"They called it the swine flu because it started in pigs. Ebola, Spanish flu, German measles etc. It denotes where it started. Coronavirus started in China therefore its Chinese virus. And the people you want to protect are the same ones who lied about it for months. Fuck China.",stigmatizing - low,Information or misinformation,,14
https://twitter.com/edent/status/1241908655982690304,"Nice. But China needs to ban eating all kinds of animals. It’s dangerous. Coronavirus comes from bats, rats etc. Disgusting to think that Chinese people are allowed to eat literally everything. Encourage more veg and eat non-veg that people in other countries also eat. URL",not stigmatizing,Wet market and eating habits,,14
https://twitter.com/edent/status/1241909645603557376,"Y’all seem quick to avert blame and anger to the Chinese, but last time I checked none of the same people are willing give up pork after H1N1... you think the wet markets are in China are disgusting, but you continue to eat meats that were factory farmed? Hypocrisy URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241911235114909701,"Communism has killed more people than any war, pandemic and any natural disaster. And now, communism is striking again with their cheap propaganda. #China with their communist regime tried to hide the #coronavirus outbreak and thousands have died. They must be dealt with",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241915945200820224,"I stand Proudly Blocked by a Chinese Communist Party Official for calling him out for spreading lies about China's Coronavirus Debacle which has spread through the world leading to pandemonium, economic disaster, suffering and death. 
 

 MAKE CHINA PAY. URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241916977548935169,"There is no proof that covid19 came from China people eating bats! Also, those dog torture videos are not common practices nor socially accepted in China. Understand the nasty sentiments towards Chinese right now and yes the virus came from China but the racism needs to stop. 🙄",not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Wet market and eating habits,,14
https://twitter.com/edent/status/1241923688326483971,Coronavirus conspiracy: ‘China unleashed plague' in lab leak - shock cover-up claim URL,not stigmatizing,Wuhan virus lab,,14
https://twitter.com/edent/status/1241933510908071937,Good question - liberals are stuck on not admitting the #WuhanVirus came from China 🇨🇳 They’re too busy calling people Xenophobic/Racist to even ask China when they’re going to close the wet markets. So eating bats 🦇 will continue URL URL,stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241884528005636097,"The Chinese: *eat bats, government ignores initial #coronavirus endemic and fails to contain it, leading to its proliferation across the world and tries to cover up evidence of the virus*
 

 Also the Chinese: blame America for the pandemic.
 #Hypocrisy #ChineseVirus #COVIDー19 #MAGA",stigmatizing - low,International politics;Wet market and eating habits,,14
https://twitter.com/edent/status/1241893447126200321,#canada must have a #Life #Threatening #disease #Intelligence division as part of military intelligence. Daily basis classified info! We spend billions on warfare but not on modern #biowarfare. #COVID19 is not an exception. #china s Lack of transparency lead to this #mayhem URL,not stigmatizing,Bio-weapon;Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241908010227818501,"THE FACTS:
 

 It's NOT racist to say China's markets are to blame for coronavirus 
 

 Caged wild animals at the market in Wuhan, China, is where the coronavirus pandemic originated
 

 URL 
 #ChineseWuhanVirus 
 #ChinaFlu
 #COVID19 
 #MAGA
 #Trump
 #KeepAmericaGreat",not stigmatizing,Donald Trump;Wet market and eating habits,,14
https://twitter.com/edent/status/1241910544107438082,"URL
 

 Humanity finally died today in Communist China, who instead of fighting the #ChineseVirus
 #ChineseVirusCorona , killed its victims.
 

 #Democracy should be brought to China.",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241923778118107136,"China doesn't care about the last virus, this virus, or the next virus. The wet markets are still open. They are still eating dogs and bats.
 

 #coronavirus #China #ChinaIsAsshole #chinaIsAsshoe URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241929621484056576,Corn you and the liberal media are all full of shit you know dam well that’s a lie he shut the travel from China in January you fucking idiot call him a racist hobo this that hobo everything URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism),,14
https://twitter.com/edent/status/1241933051501793280,"China must outlaw all the eating of dogs and cats , these are domestic animals. There should not be live animal markets for eating. Look what happened. They skin dogs and cats wile they are still alive. And put them in boiling water. Uncivilized people. URL",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1241946355146412033,I don’t think anyone in their right mind blames the Chinese people. The fault is only with the Communist Chinese government because they cover things up and lie which communists always do. Chinese people are awesome and China is awesome. Communism sucks! URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1241960700177604608,"When #Chinese eats live Bat soup, Pangolin meat, Live Octopus,Python meat......Then why world is surprised when 334000 people are getting infected by #COVID19 #coronavirus #SARS_COV_2 #ChinaVirus #WuhanVirus #coronapocalypse URL",stigmatizing - low,COVID-19 cases and deaths statistics;Wet market and eating habits,,14
https://twitter.com/edent/status/1241965192730247170,"Please stop🚫🛑 Chinese from eating all living creatures! 
 

 What these people spare?Dogs? Birds? Bugs ;insects ? Snakes ?monkeys,donkeys? Tigers ; lions?
 We are human being. Animals have rights.God love them Please!🙏🏻
 

 #coronavirus URL URL",stigmatizing - low,Wet market and eating habits,duplicate,14
https://twitter.com/edent/status/1241983706794831872,"Please stop Chinese from eating all living creatures! 
 

 What these people spare ? Dogs? Birds ? Bugs ;insects ? Snakes ?monkeys,donkeys ?
 We are human being. Animals have rights.God love them.please #coronavirus
 #COVIDー19 URL (URL",stigmatizing - low,Wet market and eating habits,duplicate,14
https://twitter.com/edent/status/1242061195475070977,"#COVID19 #CoronaVirusUpdates 
 - Pop. of China: 1.44 BILLION
 - Popul Wuhan: 11 Mil
 - Wuhan considered the political, econ., fin., comm., cultural and edu ctr Central China.
 - Virus-hit Wuhan has 2 lab’s linked to Chinese bio-warfare program” (article removed) “BAT-soup” my arse🧐 URL",not stigmatizing,Bio-weapon;COVID-19 cases and deaths statistics;Wet market and eating habits;Wuhan virus lab,,14
https://twitter.com/edent/status/1242067338909941760,"No, #coronavirus didn't come from Bat/Snake. Chinese are eating Bat/Snake in past in all China mainland. The way Coronavirus is spreading it shows that it is especially developed against Humans. How it came from Chinese labs to people, will be investigated?
 #ChinaLiedPeopleDied",stigmatizing - low,Wuhan virus lab,,14
https://twitter.com/edent/status/1242094586740137986,"This is a Chinese newspaper 
 

 They are now blaming Italy for the coronavirus 
 

 This come after the CCP blamed the US military for the same conspiracy
 

 Yet only one country jailed doctors, journalists, ; citizens who tried to expose the virus early on
 

 China lied, people died URL",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242106993286033409,"I wonder:
 Is it okay for China to still allow eating dogs and monkey brain alive? 
 Will China put a stop to some of its eating habits or is that considered personal freedom? 
 Is frying a dog alive to eat considered similar to killing and eating kattle?
 

 #ChinaWakeUp 
 #COVID19",stigmatizing - low,Wet market and eating habits,,14
https://twitter.com/edent/status/1242109442302382083,"This is biological war. Now fucking China will demand a huge money , and we have to pay. Each and every country should take strong action, against China . #BioWeapon #BiologicalAttack #ChinaLiedPeopleDied #coronavirus",not stigmatizing,Bio-weapon,,14
https://twitter.com/edent/status/1242119475417067520,"During #Coronavirus pandemic, we witness how Communist China suppresses freedom of speech;press + covers up ; downplays severity of #WuhanVirus, thus leads to great threat on global human lives ; rights. 
 #MakeChinaPay",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242120619740639232,Absolutely! Taking responsibility to save people's lives is the only way US government can earn trust from its people back. Lying and shifting blame to China and instigating racism will NOT! URL,not stigmatizing,Anti-stigmatizing (talking against hate speech and racism);Chinese government (Chinese communist party - CCP),,14
https://twitter.com/edent/status/1242123359225180163,"Chinese Communist Party should stop weaponizing racism to deflect attention from the contagion's origin ; spreading conspiracy to blame the #coronavirus on other countries. We need transparency ; accountability in this pandemic.
 #MakeChinaPay 
 #ChinaLiedPeopleDied",not stigmatizing,Chinese government (Chinese communist party - CCP),,14
