tweet id,clean text of tweet,Does this tweet contain covid-related stigmatizing language against the people of Asian-descent?,"If you identify the tweet talking about one or more of the topics below, please check them below (multiple answer possible)","If you have a comment, or want to add another related topic that is not listed in task 2, you can mention it here. Also, if the tweet is a duplicate, put ""duplicate"" here.",Labeller ID
https://twitter.com/edent/status/1254461434911526913,I'll support such protests IF they show that they are concerned with the public at large (with distancing ;  masks) - and not just their playtime URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242983385590530050,"NEW! ""Wing Whiskers ;  The K-9 Grapevine"" - Eric has a chicken wing mustache
 

 🎧 URL
 🌐 URL
 

 #thetragedyacademy #podernfamily #podcast #podcasts #memes #covid19 #covid-19 #coronavirus #stayathome #socialdistancing #quarantinelife URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237384046675542017,Bidets ftw! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236187333248143360,Infectious disease expert says we're 'ill-prepared' for #coronavirus URL #CoronaVtj URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241395977849839629,Joyous URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246428460433760256,can’t wait to be on that pitch again 🧤 #goalkeeper #football #girlsfootball #COVID19 #StayHomeSaveLives URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241844454169829376,It’s coming up this week 😄 #csusmsw URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245403585350901762,#ScamAlert Do not give anyone your personal information to “sign up” for your #COVID19 relief check. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239208652843749376,So is #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236106942034006016,Response or lack thereof URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237417799137611777,30000 Marines landing in Europe for Nato exercises in #DefenderEurope20 is drastically increasing #coronavirus infection for USA citizens upon troops returning home. URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1242175359145201674,Thread by Study this past week shows that around half of patients subsequently diagnosed with #coronavirus had digestive symptoms. 1/ The study was of… URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1238996680265150464,I’m just confused with this advertising tactic? #COVIDー19 #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249632678502174720,Key workers strolling into Aldi #Lockdownuk #cornoravirusuk #coronavirus #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243591625701388289,More brands doing good --  + are donating free shoes to healthcare providers. Hats off to these companies for supporting our first responders 🖤 URL #giveback #fridaymotivation #digitalmarketing #COVID19 #thankyou,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1246429664740024322,Welcome to Florida URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239680424449921024,Thank you to everyone who's part of the  you are our country's greatest strength and unsung heroes. #NHSThankYou #NHSheroes #CoronavirusOutbreak #COVID19 #coronavirus #ThankYouNHS URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246555750870200320,Does trump have stock in this drug unproven drug that he keeps touting? #covid19,unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1247277409138659329,"Tracking down the source of spread and isolated to break the chain of #covid19 in UK
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251892122002829313,Me in my mask jus tryna order a baegl #COVID19 #dreamin #bopa URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252324655647657984,"If you or someone you know is studying philosophy / theology, then check out this 17 part series I edited for to accompany his book A Faithful Guide to Philosophy: URL #covid19 #apologetics",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239702556810653698,"Feed your spirit hope. 
 #COVID19 #QuarantineLife #stayhomechallenge #CoronavirusOutbreak 
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247892542575669248,"#COVID19: 16 more persons discharged after completing two-week quarantine in Srinagar
 

 1772 persons discharged so far after successfully completing their quarantine",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1245914935252541440,Unfortunate but true URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243511773837352962,The Real Good one for HEARING PEOPLE! Learn #AmericanSignLanguage #ASL #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248260050025689089,"Fascinating post on blogging in the era of #coronavirus by editor Not only are lawyers blogging much more, but they're pivoting their focus to meet their readers' changing needs. URL URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1250320264228769793,Check out what proposes for the season ahead in which you can pick up on your essential shop or buy online. Stay safe. Save Lives. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242703678890532864,"These pictures are from #Kashmir’s Pulwama. 
 

 I wonder, how will an ambulance pass? 
 

 Has any police in world scattered rocks and logs like this, amid Covid 19 situation? 
 

 #COVID19 
 

 Pics: Kamran Yousuf. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254089416374661132,Private Eye News: Doctoring the WHO URL via #WHO #Covid19 #Lockdown #WHOLiedPeopleDied #bbcnews #skynews #itvnews #c4news #newsnight #wato #marr #Ridge #peston #CoronaVillains #ChinaLiedPeopleDied #chinavirus19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248157147092803584,"Be careful!!
 #घर_में_रहें_सुरक्षित_रहें
 #COVID19 #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241961183436877826,"Stay strong! Miss  
 #StayConnected #StayStrong_ARMY #힘내세요_아미 #힘내라_대한민국 #힘내라_대구경북 #우리의응원을이어주세요 #BTSLoveMyself #ENDviolence URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242296362042970113,"We have a fam member starting treatment for a very aggressive form of brain cancer today. 
 

 Cancer doesn’t stop for anything. 
 

 Thankful for all the health care professionals looking after all the other patients during this time also. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239387860207169536,"Members working in #earlyeducation, get in contact with the if you have any questions on #COVID19 you would like to have discussed in their next podcast! URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239768015773806592,"Take money from the defense budget
 open the closed Naval Hospital in North Charleston
 Renovate it ;  use for #coronavirus patients.",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1245074479614738434,"With the evolving information surrounding the COVID-19 pandemic, Arium’s permit expediting team continues to actively monitor the operating status of permitting jurisdictions across the region. 
 

 #COVID19 #AriumAE #PermitOffice 
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245429104196845570,"#COVID19 has meant shifting Georgians' ability to work, access healthcare, and receive education services online. If you're looking for resources to connect to high-speed internet has compiled a list of options to help Georgians get connected: URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243382857441173504,Lousiana had Fat Tuesday so in New Orleans the cases soared! Party party party let's get infected ! #neworleans #fattuesday #COVID19 #CongratulationsAmerica #CoronaVirusUpdates #CoronavirusOutbreak #CoronavirusPandemic,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250828324118712320,"UK retail industry news update on business and COVID-19 |  
 

 How is the Coronavirus affecting the UK marketplace? Find out in this blog → URL
 

 #Coronavirus #UKRetail #Retailers #COVID19 #AGP URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237838526923898880,Just spoke to who says he discussed #COVID19 with and they are not recommending the State House close or General Assembly cancel sessions. But they want to limit crowds in the building and chambers,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248625255637123073,"In a backdrop of lots of pain, loss, and uncertainty caused by #covid19, I'm overjoyed to share some bright news! The last year and nine days, I took the helm of #MIT's 19-year old student #socialentrepreneurship program housed…URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237027404343840768,"A total of 319 people have tested positive for #coronavirus in the #UK, up from 273 on Sunday, the Department of Health has said.",unknown/irrelevant,COVID-19 cases and deaths statistics; Information or misinformation,,17
https://twitter.com/edent/status/1244956230545821696,No weekend call-outs for mountain rescue teams at weekend. People are staying off the hills. Please adhere to the advice to #StaySafeStayHome URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236691867485589505,How to Deal With Coronavirus If You Have OCD or Anxiety - VICE #KinderintheKeys #Mentalhealth #anxiety #coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247646309210894336,Thank You Robert for the TRUTH 👇 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238374011417104384,"With more meetings and lectures moving online to prepare for #COVID19, I thought I'd share these great tips on Harvard’s Teach Remotely page.
 

 Check out also this insightful interview with Kathy Pham on transitioning to online teac…URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247533710066376717,"I was on a bull for 8 seconds, Coroner's reports #covid19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238402933508706305,With all the #Coronavirus stress I need a much bigger #cupoftea ☕️ #English #copingmechanism #thatllbrew #tea #wfh #wfhlife #imok #youokhon #instagramers #iguk #viruscontrol #essex #stayingin #notgoingout… URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248882109143339010,Calls to mark epic tale of Angus piracy publication URL #coronavirus #covid19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235348146122895361,#coronavirus every where! 😂 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244394566100320256,"Well I think that was a bit of an odd birthday, didn't even leave the house for a walk if I'm honest! But we made the most of it by eating, drinking ;  staying safe. It's one I won't forget in a hurry that's for sure. #coronavirus #coronalockdownuk #Covid_19",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246426095207014402,Helpful thread on some of the hematologic effects of #COVID19 - worth reading even if just for the picture in the first tweet of the thread URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238071909234819075,😂😂😂😂😂😂😂he just wishes he was in #Scomo s position - sorry #billybullshitter U r completely irrelevant- completely - the socialist promoted virus will pass - and you well let’s hope the police finally press charges #auspol #kathysherrif URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251162746592190465,I'll say this for the #coronavirus #quarantine: my husband's oatmeal mise en place game is strong. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238367975675170817,"delivers remarks on coronavirus #Coronavirus #COVID19
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247977206342713345,"Today we reached 1.5 million infected world wide. Pandemic is accelerating as expected, so far the only way to deaccelerate contagion y overwhelm health services is to stay at home, so stay at home!
 

 #stayathome #quedateencasa #covid19 #covid19mx
 

 URL",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1244514490688974850,So the lockdown will be extended?? URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240116459164110848,"URL
 

 It is unclear for how long #CoronavirusOutbreak is going to last
 

 But it is clear that every business, big and small, will be hit hard
 

 #coronavirus #VirusCorona #TrumpVirusCoverup #TrumpVirus #TrumpIsAnIdiot #TrumpIsCompletelyResponsible #VoteBlue2020",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1243107008095625217,"As I said... The facts say different
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1254160774718730242,"In a word, the South... URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246947615683555328,"Trump: We don’t have time to test the drug. If it doesn’t help, at least we tried. What the hell have we got to lose? (Just give it to the black folk in Detroit.) #coronavirus",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1237918645281415168,"Hello PH. 
 

 THATS WHY NEW CASES ARE NOT NEWS BECAUSE OF THIS. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244955432017330183,#Covid19 freestyle URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249119251128074241,Meanwhile at HEB... #covid19 #commitment #timetobbq #getit URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237139149364187136,🇮🇹 halts all sports due to coronavirus.... 💩 just hit the fan #ESPN #Sports #Italy #Coronavirus URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236093234259955712,Like totally. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242089388881793024,"Tourism Industry playing indispensable role in implementing Govt plans, saving people amid #COVID19 outbreak: Tourism Federation #Jammu
 

 #JammuAndKashmir URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238231815883612161,"Holding space and sending support to those overwhelmed with anxiety. Also available on YouTube, Spotify, and iTunes. #COVD19 #Covid_19 #coronavirus #StateOfEmergency #pandemic URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236123386285363200,Read this. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239614367840096259,This would also mean those who get sick won't have to worry about missing the deadline. #COVID19 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239536407447851009,"Dear Sir Patrick,
 Could you please explain how were you planning to achieve flattening of the peak of #covidー19 in order to avoid overcrowding in Hospitals by advising UK Government to do absolutely NOTHING to stop it spiralling out of control?
 Thank you
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238480022119288832,"Fitness Photography
 I hope you enjoyed the fitness picture puzzle for my last theme. This theme is all about the fitness equipment that we use.
 I have decided to complete this theme to remind people to be considerate, wash hands when at the gym or at a fitness class. #coronavirus URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238116464521089024,It might not if they don’t get it under control URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245769034852900868,yes we’re still homophobic! but less 😌 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244296885915078666,"Not only does this show the #COVID19 cases, but could indicate which zipcodes have an easier time getting tests. Having a car, healthcare, citizenship or status, childcare, and so many more socioeconomic factors could be an obstacle. #satx URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244336396237561856,"#BREAKING: 
 

 According to Johns Hopkins University..
 

  #COVID19 cases exceed 700,000 globally.",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1243657044474748928,Great news! Take care of yourself and your family. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241062207951122432,"And to end it with "" I've been right a lot"". This is truly what #toxicleadership is. They HAVE to be right. No compassion or empathy in his tone. Yes, we want hope ;  he could've used his platform to reiterate that message. Not indulge his EGO!! #coronavirus #TrumpVirusCoverup URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238624772512190464,That is amazing URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242938812499742720,"Coronavirus not mutating quickly, raising chances of single, long-lasting vaccine - scientists
 

 #COVID19 #CoronavirusPandemic
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243362949118316544,"The infamy of weak men at the helm of absurdity; 
 the 'damaged' running the asylum. #TrumpMadness, #SelfHugPostureReveal. #WalkingSelfInflictedWounds. 
 Emptiness reflected here. No self-love. No courage to quit. The formula for removal direly needed.
 #NeverPresident #DumpTrumpNow. URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1237896792999522307,"I recommend singing ""Soliloquy"" from ""Carousel "" while washing your hands. #coronavirus #comedy",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241915087541227523,"How ANYONE could vote to reelect this #POS.....it should be made a #CrimeAgainstHumanity
 

 #COVIDIOT #COVIDー19 #coronavirus #CoronavirusPandemic #SocialDistancing #FlattenTheCurve #ChineseVirus #WuhanCoronavius #WuhanVirus #WakeUpAmerica #WalkAway #LiberalismIsAMentalDisease URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1234905979214389248,"The economics behind CoVid-19 outbreak, Fed emergency rate cut
 

 URL
 

 #KAG #POTUS45 #MAGA #MAGA2020 #coronavirus  #coronavirusoutbreak #COVID2019 #qanon",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242134888540766226,"Can we all please agree to vote out every eligible in November?
 

 Please. That’s the only power we have left. 
 

 #GOPBailoutScam #COVID19 #GOPSlushFund #GOPBetrayedAmerica #TrumpSlushFund",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238148567824363521,Watching in Boston on #Alexa. CBS NY offices closed for #CoronaVirus so #Boston gets the spotlight. Yikes!,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1255021450324574208,#Canadian celebrities perform at the Stronger Together/Tous Ensemble event to honour healthcare workers battling the #coronavirus pandemic and raise money for food banks. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247621594421366785,"Thank You Healthcare Workers. Here's a Small Gift From Our Team. 
 Plz Share!
 URL
 #StayHome
 #covid_19
 #coronavirus 
 #HealthCareWorkers 
 #WorldHealthDay URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249762705042550785,#COVID19 :#France ‘s Pdt announces extension of #confinement and #lockdown until Monday 11 May. #coronavirus  URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1244352834352619522,F43U3 KB in real life 😱 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253697777344937992,I can get rid off #Covid19 #disinfectant #Trump URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246105801069965312,Deloitte's latest report includes some short- and long-term ways in which the #COVID19 outbreak is affecting the #US #economy. Learn more. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247976543693033472,Great wee book if you need a helping hand explaining the #coronavirus to children. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243702171436269568,So sad 😢 I have already had to phone the police myself during this outbreak as I could hear physical and mental abuse in a neighbours house yesterday. It sounded horrific. Women and children screaming. One of the worst things I've ever heard. Wish the world was a better place 😢 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241075599206166528,Stay Safe at these challenging times of the world.Let’s combat this together.#COVID19 #WHO URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237218603839172608,The latest The Gambling Law News! URL #covid19 #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247201173410586624,"Quarantining or quaran-tea-ing? ☕️ 
 #Covid_19 #MondayMotivation #Day11ofLockdown #mondaythoughts URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1249389580609978368,Liquor-free Tamil Nadu was finally able to bring only by #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235237101123362816,"#CBSE has decided to allow students of class 10th and 12th to wear face masks and carry sanitizers in the board examination centres.
 #coronavirus 
 #coronavirusinindia 
 #COVID2019 
 #COVID19india 
 #Hyderabad URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248651288054816769,Did I hear the medical male expert just say that we should not close borders because ‘Herd Immunity’ is preferable?#COVID19,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1250100688723390464,"Subroto Bagchi Outlines Steps Taken By #Odisha Govt To Combat #COVID19
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239205842831814659,Cannabis #Sales and #Delivery Boosted in L.A. to “Ease Minds” About #Coronavirus - URL #Article #Business #Industry #LosAngeles #MarijuanaNews #NewsAboutMarijuana #Retail #UnitedStates Cannabistical: of or concerning cannabis. URL,unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1245885275525373952,"When a ""good"" reporter asks the question, em responds with ""you're not nice, fake news reporter, etc"". - ☠- URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246554495280132103,Turkish charity distributes COVID-19 aid in Rohingya camps #coronavirus URL,unknown/irrelevant,News,,17
https://twitter.com/edent/status/1244528303928512512,"Kenny Copeland really gave this virus the ol’ one-two imma put a hex on you. What a relief. 🙄 
 

 #Covid_19 #coronavirus #religion #religionandcoronavirus #coronavirusau #kennethcopeland URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245717067711512576,"URL
 

 Or, WISDOM to recognize one that could be answered Prayers 👇",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1236004749868138496,"Are you worried about the #coronavirus now that 3 people tested positive for it in MD? ""We've been preparing for this scenario since January, so we're not caught by surprise by this,"" Executive Marc Elrrich said today. 
  
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239687198548430854,"#COVID19 #Coronavirus #SarsCoV2 
 

 😂
 

 Walk through that pocket of air 3 hours later, you’ll still get it. 🦠",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237905080529149953,The #zombie survived #coronaVirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1252302710927511552,"Just spoke to journalist about the new Ontario #COVID19 numbers. 
 Journo: ""Anything else we should know?""
 Me: ""*sigh* I guess you want to talk about the modeling, huh?""
 Journo: ""Oh no. We're sick of that, too.""
 Me: ""Oh thank God!""",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245190628062920705,Please share this important prayer and pray this every day. Thank you and God bless. URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1237365844713316352,"#Tech companies and #coworking firms helped spread the popularity of collaborative #office seating. Now, those open and more compact spaces may help spread the #coronavirus. URL via #cre",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248002935054913538,"And the earth whispers...you all are not necessary. The air, earth, water and sky are fine without you. When you all return, remember you are my guest, not my master.
 #COVID19 #earth",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251119766049361920,Asinus asinum fricat. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241372111639363584,is up and running to provide much needed small business loans. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1253295393271578626,Hope the currencies are not like the test kits they are selling to world. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244017724893863937,"Eight new cases of #COVID19 have been reported in Nigeria;  2 in FCT, 4 in Oyo, 1 in Kaduna and 1 in Osun State 
 

 As at 10:40 pm 28th March there are 97 confirmed cases of #COVID19 reported in Nigeria with 1 death. URL URL",unknown/irrelevant,COVID-19 cases and deaths statistics,,17
https://twitter.com/edent/status/1241612522802704384,"What to do in self-quarantine? Here are the 7 Things to do in Self-quarantine.
 Read Now--&gt; &gt;  URL 
 

 #corona #CoronavirusPandemic #COVID19 #Quarantine #selfquarantine #SocialDistancingNow #StayHomeSaveLives #QuarantineActivities #thingstododuringquarantine URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239253602897735680,"According to officials at Univ. of Pittsburgh, Trump told them to cease ;  desist on developing a test weeks before #COVID19 began to spread. He told the researchers that the CDC was equipped to handle all testing. UPMC has begun limited testing now, but they lost valuable time.",unknown/irrelevant,Information or misinformation,,17
https://twitter.com/edent/status/1242165263669346308,"That's the magic of the #covid19 33%/day compound interest.
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248629117219737600,"3 Tips to Avoid #workingfromhome Burnout
 #COVID19 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238427673778667521,The latest Rank Top 5 Sports Today! URL #covid19 #coronavirus,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243612433924661249,"If you were looking for another reason to ditch ties, here ya go URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239644877098487813,The bus is always what makes me sick 😷 I was on the 214 in Cork today and there was several months of dust where backpacks go. Can't imagine they're cleaning the rest of the bus either - hands felt sticky after it. URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1248449754993852417,"The government should take back their solidarity and GST money. Record their IC number, so if they are infected with Covid-19 they'll have to bare the full cost of their medication fee using cash (no medisave). #SGUnited URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240410857626120197,mc_Millan4 liked this tweet: URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1235578764316246016,. is supporting 20 research projects to improve the national response to #coronavirus disease: URL URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239469765099491329,"Very pleased to say that we will be working with to crowd-source data related to #Covid19 , 
 

 We'll map ;  visualise the data to help us all navigate the next few months. 
 

 Watch this space for more details and how you can help. ✊",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239195293712896004,This is why I love Sicily 👇 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1244635689469145089,"Thank you for being there and advocating for support of the abused, who face increased #domesicviolence and isolation during the #coronavirus 'shelter in place'. 🙏",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1241789420300271618,Hi  thousands of refugees are at risk of #COVID19 on Greek islands due to crowded unsanitary conditions. Will you act now to #LeaveNoOneBehind and save lives? 👉 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245471078157299715,"Day 2 Without Tanning:
 

 Walked outside today and let me tell you, that sun hits different when it’s illegal...😂🤗
 .
 .
 .
 #sunstudiotanningsalon #sunstudio #tanningsalon #covid19 #coronavirus #quarantine #manchester #tennessee #37355 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245162901029015553,Doubling time is still narrowing 😕 URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1240986018741977091,"👇 Missed out on our webinar, watch ;  learn on how to protect self from #COVID19 in #Cameroon
 

 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247607895786749954,"""diagnosis"" of 'cause of #COVID19. URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238845824848867328,"Because coronavirus is a huge Trump fan, much like the other simple organisms surrounded by a fatty layer who identify as MAGAs and infect everyone they come in contact with URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1238621291202174982,"Thoughts ;  prayers to all #LEOs ;  #FirstResponders who are the first ones in. With the added stress of #coronavirus they all need more gratitude ;  prayers.
 💙🙏🙏🙏💙",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1242497889416417281,"Yaaa Allah🙏🏼💔, save us and our loved ones from this deadly viruses 🦠 #COVID19 #Hantavirus and any other virus we haven’t noticed/heard about Yaa Ar-rahiim☹️🙏🏼",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1239881037951512738,"#CoronavirusOutbreak - What Major #UK Airports are Executing to Keep Passengers Safe from #Coronavirus at #LutonAirport?
 

 URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1251872180515885058,The IMF needed a progressive vision and US leadership. Both were absent | Business | The Guardian | URL #globaleconomy #coronavirus #internationalfinancialorganisations #policymaking,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1245523176207065088,"If Donald Trump is not addressing #COVID19 at the national level, why does he keep holding daily briefings? 
 

 Perhaps only governors should be holding the dailing briefings? 
 

 Who the heck is in charge? URL",unknown/irrelevant,Donald Trump,,17
https://twitter.com/edent/status/1239328224087281667,"Are you a parent? Are your children out of school because of school closures?
 

  is offering free online courses to help keep your children engaged ;  learning
 

 #Coronavirus
 URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1243447481490378754,"The US State Department has urged medical professionals seeking to work in the US to reach out to the nearest embassy to request a visa appointment
 

 ▪️The statement says that ""particularly those working to treat or mitigate the effects of the #coronavirus"" should request a visa URL",unknown/irrelevant,News,,17
https://twitter.com/edent/status/1252293432741187586,". told #SSNTalks that one of the top goals is to “surface the hidden value” of security data.  
 

 See findings from company's access audits to help quantify those working from home due to #COVID19 here: URL URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1247863294582546434,"This International Day for Street Children we are calling for #SafeSpacesForStreetChildren during the #COVID19 pandemic
 

 Great to see that are sharing thoughts from the Young Leaders they work with on how they are staying safe #StreetChildrenDay URL",unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1238368538286411781,AND it’s NOT A BAN! URL,unknown/irrelevant,Other,,17
https://twitter.com/edent/status/1246114511662309377,"I think,
 

 I Think, I had it too
 

 That too in Jan 2020 URL",unknown/irrelevant,Other,,17
